start,end,length_steps,duration_minutes
2024-03-30 08:00:00+00:00,2024-03-30 08:00:00+00:00,1,10.0
2024-03-30 08:30:00+00:00,2024-03-30 08:30:00+00:00,1,10.0
2024-03-30 11:20:00+00:00,2024-03-30 11:20:00+00:00,1,10.0
2024-03-30 11:50:00+00:00,2024-03-30 11:50:00+00:00,1,10.0
2024-03-30 12:20:00+00:00,2024-03-30 12:20:00+00:00,1,10.0
2024-03-30 12:50:00+00:00,2024-03-30 12:50:00+00:00,1,10.0
2024-03-30 13:10:00+00:00,2024-03-30 13:10:00+00:00,1,10.0
2024-03-30 13:30:00+00:00,2024-03-30 13:30:00+00:00,1,10.0
2024-03-30 13:50:00+00:00,2024-03-30 13:50:00+00:00,1,10.0
2024-03-30 15:00:00+00:00,2024-03-30 15:00:00+00:00,1,10.0
2024-03-30 15:30:00+00:00,2024-03-30 15:30:00+00:00,1,10.0
2024-03-30 15:50:00+00:00,2024-03-30 15:50:00+00:00,1,10.0
2024-03-30 16:10:00+00:00,2024-03-30 16:20:00+00:00,2,20.0
2024-03-30 16:40:00+00:00,2024-03-30 16:50:00+00:00,2,20.0
2024-03-30 17:10:00+00:00,2024-03-31 06:30:00+00:00,81,810.0
2024-03-31 15:20:00+00:00,2024-03-31 15:20:00+00:00,1,10.0
2024-03-31 15:50:00+00:00,2024-03-31 15:50:00+00:00,1,10.0
2024-03-31 16:10:00+00:00,2024-03-31 16:10:00+00:00,1,10.0
2024-03-31 16:30:00+00:00,2024-03-31 16:40:00+00:00,2,20.0
2024-03-31 17:00:00+00:00,2024-04-01 07:40:00+00:00,89,890.0
2024-04-01 08:00:00+00:00,2024-04-01 08:00:00+00:00,1,10.0
2024-04-01 08:20:00+00:00,2024-04-01 08:30:00+00:00,2,20.0
2024-04-01 10:20:00+00:00,2024-04-01 10:20:00+00:00,1,10.0
2024-04-01 11:00:00+00:00,2024-04-01 11:10:00+00:00,2,20.0
2024-04-01 11:30:00+00:00,2024-04-01 11:40:00+00:00,2,20.0
2024-04-01 14:10:00+00:00,2024-04-01 14:10:00+00:00,1,10.0
2024-04-01 14:50:00+00:00,2024-04-01 14:50:00+00:00,1,10.0
2024-04-01 15:10:00+00:00,2024-04-01 15:10:00+00:00,1,10.0
2024-04-01 16:20:00+00:00,2024-04-01 16:20:00+00:00,1,10.0
2024-04-01 16:40:00+00:00,2024-04-02 06:40:00+00:00,85,850.0
2024-04-02 07:00:00+00:00,2024-04-02 07:00:00+00:00,1,10.0
2024-04-02 07:20:00+00:00,2024-04-02 07:20:00+00:00,1,10.0
2024-04-02 09:00:00+00:00,2024-04-02 09:00:00+00:00,1,10.0
2024-04-02 15:30:00+00:00,2024-04-02 15:30:00+00:00,1,10.0
2024-04-02 15:50:00+00:00,2024-04-02 15:50:00+00:00,1,10.0
2024-04-02 16:30:00+00:00,2024-04-02 16:40:00+00:00,2,20.0
2024-04-02 17:00:00+00:00,2024-04-03 06:00:00+00:00,79,790.0
2024-04-03 06:20:00+00:00,2024-04-03 06:20:00+00:00,1,10.0
2024-04-03 06:40:00+00:00,2024-04-03 06:40:00+00:00,1,10.0
2024-04-03 07:00:00+00:00,2024-04-03 07:20:00+00:00,3,30.0
2024-04-03 10:40:00+00:00,2024-04-03 10:50:00+00:00,2,20.0
2024-04-03 11:10:00+00:00,2024-04-03 11:10:00+00:00,1,10.0
2024-04-03 12:10:00+00:00,2024-04-03 12:10:00+00:00,1,10.0
2024-04-03 12:30:00+00:00,2024-04-03 12:30:00+00:00,1,10.0
2024-04-03 12:50:00+00:00,2024-04-03 12:50:00+00:00,1,10.0
2024-04-03 13:50:00+00:00,2024-04-03 13:50:00+00:00,1,10.0
2024-04-03 14:10:00+00:00,2024-04-03 14:10:00+00:00,1,10.0
2024-04-03 14:30:00+00:00,2024-04-03 14:50:00+00:00,3,30.0
2024-04-03 15:10:00+00:00,2024-04-03 15:10:00+00:00,1,10.0
2024-04-03 15:30:00+00:00,2024-04-03 16:50:00+00:00,9,90.0
2024-04-03 17:10:00+00:00,2024-04-03 22:40:00+00:00,34,340.0
2024-04-03 23:00:00+00:00,2024-04-04 06:00:00+00:00,43,430.0
2024-04-04 06:20:00+00:00,2024-04-04 06:30:00+00:00,2,20.0
2024-04-04 06:50:00+00:00,2024-04-04 07:10:00+00:00,3,30.0
2024-04-04 07:30:00+00:00,2024-04-04 07:30:00+00:00,1,10.0
2024-04-04 07:50:00+00:00,2024-04-04 08:00:00+00:00,2,20.0
2024-04-04 08:40:00+00:00,2024-04-04 08:50:00+00:00,2,20.0
2024-04-04 09:10:00+00:00,2024-04-04 09:20:00+00:00,2,20.0
2024-04-04 09:40:00+00:00,2024-04-04 09:40:00+00:00,1,10.0
2024-04-04 10:40:00+00:00,2024-04-04 10:40:00+00:00,1,10.0
2024-04-04 11:00:00+00:00,2024-04-04 11:00:00+00:00,1,10.0
2024-04-04 11:20:00+00:00,2024-04-04 11:20:00+00:00,1,10.0
2024-04-04 11:40:00+00:00,2024-04-04 11:40:00+00:00,1,10.0
2024-04-04 12:10:00+00:00,2024-04-04 12:10:00+00:00,1,10.0
